station_id,host_city_canonical,valid_date,avg_temp_c,max_temp_c,min_temp_c,cdd_c,hdd_c,precip_hundredths_mm,avg_rh_pct
K3J7,Atlanta,2020-02-07,10.3,17.0,3.5,0.0,8.1432,245.3,74.8915
K3J7,Atlanta,2020-02-08,1.5,5.5,-0.7,0.0,15.5135,297.0,88.7285
K3J7,Atlanta,2020-02-09,6.6,12.5,0.3,0.0,11.7117,-1.0,87.67
K3J7,Atlanta,2020-02-10,8.9,14.9,1.8,0.0,10.0266,280.8,88.4861
K3J7,Atlanta,2020-02-11,17.7,24.0,12.0,0.0,0.3234,548.0,93.8189
K3J7,Atlanta,2020-02-12,18.2,22.0,15.3,0.1717,0.0,130.9,87.955
K3J7,Atlanta,2020-02-13,17.2,22.5,13.2,0.0,0.8051,911.0,88.2882
K3J7,Atlanta,2020-02-14,9.7,15.7,2.5,0.0,9.0066,-1.0,58.0536
K3J7,Atlanta,2020-02-15,7.3,13.9,0.5,0.0,10.2885,-1.0,54.537
K3J7,Atlanta,2020-02-16,6.5,10.3,2.6,0.0,12.1849,662.0,82.0809
K3J7,Atlanta,2020-02-17,10.0,12.8,6.5,0.0,8.1634,27.0,94.5071
K3J7,Atlanta,2020-02-18,14.5,17.1,11.0,0.0,4.1135,3388.0,97.4347
K3J7,Atlanta,2020-02-19,13.5,16.9,11.2,0.0,4.4599,1924.0,99.5112
K3J7,Atlanta,2020-02-20,7.7,10.6,4.0,0.0,10.9383,3373.7,93.2085
K3J7,Atlanta,2020-02-21,5.5,10.3,2.2,0.0,12.9465,45.1,72.6768
K3J7,Atlanta,2020-02-22,5.8,13.3,-2.5,0.0,13.4715,-1.0,57.37
K3J7,Atlanta,2020-02-23,8.5,15.6,-0.2,0.0,10.7432,1.0,56.4287
K3J7,Atlanta,2020-02-24,10.0,12.9,7.0,0.0,8.0801,960.0,77.2854
K3J7,Atlanta,2020-02-25,15.3,21.5,8.8,0.0,3.2634,3709.2,88.984
K3J7,Atlanta,2020-02-26,13.2,17.8,9.4,0.0,5.0232,2.0,86.7893
K3J7,Atlanta,2020-02-27,6.3,10.5,2.1,0.0,12.3032,-1.0,55.87
K3J7,Atlanta,2020-02-28,6.5,12.5,-0.5,0.0,12.5766,81.0,56.07
K3J7,Atlanta,2020-02-29,7.5,14.4,2.3,0.0,9.9168,-1.0,56.08
K3J7,Atlanta,2020-03-01,9.5,17.7,0.2,0.0,9.0501,-1.0,46.2985
K3J7,Atlanta,2020-03-02,10.8,15.5,5.5,0.0,7.6232,410.0,60.56
K3J7,Atlanta,2020-03-03,16.1,21.2,11.6,0.0,1.83,1785.0,93.7278
K3J7,Atlanta,2020-03-04,15.3,17.7,13.3,0.0,2.8866,1762.2,93.2666
K3J7,Atlanta,2020-03-05,11.0,13.1,10.2,0.0,6.5568,2753.3,97.218
K3J7,Atlanta,2020-03-06,11.4,15.5,7.3,0.0,7.1834,13.5,73.6236
K3J7,Atlanta,2020-03-07,8.1,15.5,-0.5,0.0,10.0201,-1.0,51.2523
K3J7,Atlanta,2020-03-08,9.5,18.2,2.3,0.0,8.2467,-1.0,49.34
K3J7,Atlanta,2020-03-09,14.5,21.9,7.5,0.0,3.3966,3.0,53.4296
K3J7,Atlanta,2020-03-10,17.4,21.0,14.5,0.0,0.8715,246.0,71.9061
K3J7,Atlanta,2020-03-11,17.3,23.1,12.3,0.0,0.8217,77.0,81.2028
K3J7,Atlanta,2020-03-12,17.2,22.4,13.5,0.0,0.8134,100.1,90.6642
K3J7,Atlanta,2020-03-13,21.4,25.8,17.4,3.0749,0.0,153.0,78.3972
K3J7,Atlanta,2020-03-14,22.0,26.5,15.7,3.0432,0.0,50.0,72.716
K3J7,Atlanta,2020-03-15,15.7,20.6,10.6,0.0,2.2601,168.3,77.8041
K3J7,Atlanta,2020-03-16,14.1,18.1,10.7,0.0,3.9832,927.0,84.2408
K3J7,Atlanta,2020-03-17,15.6,20.6,11.2,0.0,2.3067,601.7,86.625
K3J7,Atlanta,2020-03-18,18.5,24.6,12.0,0.1632,0.0,390.5,87.5457
K3J7,Atlanta,2020-03-19,22.5,28.2,16.5,4.17,0.0,187.0,79.95
K3J7,Atlanta,2020-03-20,22.2,28.4,16.7,4.0449,0.0,17.6,69.2881
K3J7,Atlanta,2020-03-21,21.1,25.5,16.7,3.0749,0.0,35.2,66.4636
K3J7,Atlanta,2020-03-22,15.6,20.9,10.7,0.0,2.2601,583.0,78.6753
K3J7,Atlanta,2020-03-23,14.0,16.5,10.6,0.0,4.83,797.5,100.0
K3J7,Atlanta,2020-03-24,15.5,18.4,12.5,0.0,2.8866,2198.9,98.879
K3J7,Atlanta,2020-03-25,19.9,25.3,14.5,1.6867,0.0,1392.6,77.517
K3J7,Atlanta,2020-03-26,18.5,24.7,10.5,0.0,0.3465,45.9,65.6667
K3J7,Atlanta,2020-03-27,23.0,29.0,16.0,4.17,0.0,10.0,72.72
K3J7,Atlanta,2020-03-28,23.2,29.9,17.2,5.17,0.0,-1.0,67.7448
K3J7,Atlanta,2020-03-29,23.9,27.6,19.5,5.0666,0.0,11.7,69.5199
K3J7,Atlanta,2020-03-30,20.8,25.1,17.5,2.8035,0.0,-1.0,40.7468
K3J7,Atlanta,2020-03-31,17.3,21.3,12.9,0.0,1.3699,351.0,57.165
K3J7,Atlanta,2020-04-01,12.1,17.7,6.4,0.0,6.0135,21.6,66.4041
K3J7,Atlanta,2020-04-02,12.0,20.3,3.8,0.0,6.2667,-1.0,58.93
K3J7,Atlanta,2020-04-03,15.0,24.8,6.1,0.0,2.8583,-1.0,54.8148
K3J7,Atlanta,2020-04-04,18.7,24.8,12.2,0.1649,0.0,-1.0,44.8137
K3J7,Atlanta,2020-04-05,20.8,26.6,14.8,2.6433,0.0,83.6,46.851
K3J7,Atlanta,2020-04-06,21.6,28.5,15.1,3.5599,0.0,29.7,64.83
K3J7,Atlanta,2020-04-07,21.0,27.2,15.9,3.0749,0.0,22.0,65.0628
K3J7,Atlanta,2020-04-08,22.0,26.7,17.2,3.7801,0.0,38.0,82.059
K3J7,Atlanta,2020-04-09,21.6,27.1,16.6,3.7801,0.0,9.0,68.7764
K3J7,Atlanta,2020-04-10,17.6,23.2,13.5,0.0,0.3399,-1.0,32.342
K3J7,Atlanta,2020-04-11,13.3,22.4,3.9,0.0,5.1168,-1.0,40.3132
K3J7,Atlanta,2020-04-12,16.9,21.8,12.5,0.0,1.3699,298.1,78.2649
K3J7,Atlanta,2020-04-13,23.0,26.5,19.3,4.3785,0.0,2641.1,70.4484
K3J7,Atlanta,2020-04-14,17.9,25.3,11.4,0.0,0.3333,-1.0,73.3967
K3J7,Atlanta,2020-04-15,13.7,20.3,8.4,0.0,4.2867,6.3,55.83
K3J7,Atlanta,2020-04-16,13.4,20.6,5.2,0.0,5.1168,-1.0,42.5222
K3J7,Atlanta,2020-04-17,15.2,22.9,7.9,0.0,2.9432,-1.0,51.8067
K3J7,Atlanta,2020-04-18,19.0,23.5,14.7,0.6566,0.0,47.7,59.61
K3J7,Atlanta,2020-04-19,12.7,18.1,6.6,0.0,5.7134,138.0,78.3006
K3J7,Atlanta,2020-04-20,18.0,23.9,11.9,0.0,0.3333,2240.7,79.94
K3J7,Atlanta,2020-04-21,17.3,25.1,10.0,0.0,0.7968,-1.0,57.8314
K3J7,Atlanta,2020-04-22,15.9,23.0,7.9,0.0,2.9715,-1.0,47.0159
K3J7,Atlanta,2020-04-23,16.3,18.6,12.7,0.0,2.3766,841.5,83.4669
K3J7,Atlanta,2020-04-24,21.0,24.3,17.5,2.2568,0.0,351.0,84.4497
K3J7,Atlanta,2020-04-25,18.6,26.7,11.4,0.6968,0.0,9.0,68.8548
K3J7,Atlanta,2020-04-26,17.9,22.7,13.1,0.0,0.3366,92.0,55.37
K3J7,Atlanta,2020-04-27,15.1,22.9,8.3,0.0,2.7168,-1.0,55.6611
K3J7,Atlanta,2020-04-28,17.0,26.3,7.8,0.0,1.2768,-1.0,54.8166
K3J7,Atlanta,2020-04-29,20.3,24.9,15.1,1.7368,0.0,2041.6,74.9016
K3J7,Atlanta,2020-04-30,16.6,19.8,13.4,0.0,1.9215,4327.4,88.0959
K3J7,Atlanta,2020-05-01,16.4,24.4,7.5,0.0,2.3999,-1.0,62.3304
K3J7,Atlanta,2020-05-02,17.3,26.9,7.8,0.0,0.8134,-1.0,52.27
K3J7,Atlanta,2020-05-03,22.0,30.1,13.5,3.2017,0.0,-1.0,57.5564
K3J7,Atlanta,2020-05-04,23.9,29.7,17.0,5.17,0.0,29.0,57.3648
K3J7,Atlanta,2020-05-05,23.6,30.3,18.4,5.8968,0.0,59.0,68.1714
K3J7,Atlanta,2020-05-06,19.1,25.5,12.7,1.1349,0.0,22.0,52.4796
K3J7,Atlanta,2020-05-07,13.1,21.5,5.5,0.0,4.9266,-1.0,54.6106
K3J7,Atlanta,2020-05-08,14.6,21.0,7.8,0.0,4.0215,430.0,61.401
K3J7,Atlanta,2020-05-09,12.5,20.3,5.7,0.0,5.2234,100.8,66.4146
K3J7,Atlanta,2020-05-10,15.5,24.0,6.5,0.0,3.4965,-1.0,57.5792
K3J7,Atlanta,2020-05-11,14.2,20.5,8.2,0.0,4.0215,-1.0,44.6117
K3J7,Atlanta,2020-05-12,14.8,22.3,7.9,0.0,3.2301,-1.0,46.827
K3J7,Atlanta,2020-05-13,17.6,24.4,12.3,0.0,0.3201,-1.0,72.33
K3J7,Atlanta,2020-05-14,21.5,27.8,14.8,3.2968,0.0,-1.0,69.86
K3J7,Atlanta,2020-05-15,21.6,28.4,14.7,3.3285,0.0,-1.0,68.074
K3J7,Atlanta,2020-05-16,22.5,29.5,15.6,4.4365,0.0,-1.0,66.84
K3J7,Atlanta,2020-05-17,23.8,30.2,17.3,5.2734,0.0,-1.0,64.117
K3J7,Atlanta,2020-05-18,23.0,26.2,20.0,4.9035,0.0,1268.1,80.7741
K3J7,Atlanta,2020-05-19,22.4,26.0,18.7,3.9615,0.0,784.3,83.8626
K3J7,Atlanta,2020-05-20,17.3,23.1,12.2,0.0,0.8715,798.6,94.245
K3J7,Atlanta,2020-05-21,19.1,26.5,12.4,0.67,0.0,67.5,79.5594
K3J7,Atlanta,2020-05-22,24.0,30.8,18.0,6.4785,0.0,602.0,76.3322
K3J7,Atlanta,2020-05-23,24.2,31.4,18.2,6.1083,0.0,92.7,72.1645
K3J7,Atlanta,2020-05-24,26.4,32.4,20.0,7.5933,0.0,389.0,67.2986
K3J7,Atlanta,2020-05-25,25.2,30.2,19.7,6.7367,0.0,251.0,81.38
K3J7,Atlanta,2020-05-26,20.7,21.9,19.5,2.67,0.0,117.9,92.4895
K3J7,Atlanta,2020-05-27,21.1,23.4,19.6,3.2968,0.0,243.9,89.6742
K3J7,Atlanta,2020-05-28,25.2,31.3,20.1,6.9549,0.0,1138.0,89.3937
K3J7,Atlanta,2020-05-29,26.4,30.7,21.9,7.9249,0.0,551.7,80.9676
K3J7,Atlanta,2020-05-30,24.5,30.9,19.1,6.4032,0.0,9.9,77.316
K3J7,Atlanta,2020-05-31,23.6,29.5,16.6,5.2734,0.0,-1.0,64.3067
K3J7,Atlanta,2020-06-01,23.4,27.7,17.9,4.5299,0.0,-1.0,70.9828
K3J7,Atlanta,2020-06-02,23.0,29.7,16.7,5.0666,0.0,-1.0,67.8316
K3J7,Atlanta,2020-06-03,26.3,31.7,19.7,7.9768,0.0,-1.0,66.885
K3J7,Atlanta,2020-06-04,26.5,31.9,22.5,8.67,0.0,-1.0,71.7412
K3J7,Atlanta,2020-06-05,25.0,30.5,19.9,7.3134,0.0,594.9,86.2338
K3J7,Atlanta,2020-06-06,26.4,30.5,21.4,7.5166,0.0,44.1,79.6348
K3J7,Atlanta,2020-06-07,26.4,31.0,21.5,7.9001,0.0,-1.0,78.057
K3J7,Atlanta,2020-06-08,26.5,31.3,23.2,8.67,0.0,504.9,81.3345
K3J7,Atlanta,2020-06-09,28.0,31.9,23.4,8.9866,0.0,521.1,84.9511
K3J7,Atlanta,2020-06-10,26.4,31.5,22.3,7.8432,0.0,1472.0,91.086
K3J7,Atlanta,2020-06-11,27.9,31.9,22.8,8.7115,0.0,287.1,72.2941
K3J7,Atlanta,2020-06-12,26.4,31.1,20.6,7.3632,0.0,-1.0,68.478
K3J7,Atlanta,2020-06-13,24.2,30.8,17.8,5.9849,0.0,-1.0,62.1486
K3J7,Atlanta,2020-06-14,23.7,29.8,17.6,5.3865,0.0,1.1,66.7812
K3J7,Atlanta,2020-06-15,21.8,27.0,16.3,3.3285,0.0,115.5,78.2991
K3J7,Atlanta,2020-06-16,19.3,21.7,16.4,0.6432,0.0,8.1,80.4061
K3J7,Atlanta,2020-06-17,19.0,24.2,12.7,0.1683,0.0,-1.0,80.886
K3J7,Atlanta,2020-06-18,23.0,29.3,16.6,4.7634,0.0,61.6,74.0835
K3J7,Atlanta,2020-06-19,25.6,32.3,20.0,7.4399,0.0,70.2,67.2078
K3J7,Atlanta,2020-06-20,25.3,31.6,18.3,6.8701,0.0,7.0,70.7033
K3J7,Atlanta,2020-06-21,26.0,33.3,20.1,8.3334,0.0,-1.0,65.5032
K3J7,Atlanta,2020-06-22,26.4,32.7,20.2,8.4968,0.0,198.0,78.27
K3J7,Atlanta,2020-06-23,26.5,30.5,21.2,7.3632,0.0,464.4,87.6633
K3J7,Atlanta,2020-06-24,26.0,29.6,21.5,7.2865,0.0,1176.3,78.3275
K3J7,Atlanta,2020-06-25,25.4,30.2,20.7,7.0266,0.0,2079.9,83.9762
K3J7,Atlanta,2020-06-26,26.5,32.4,21.5,8.4968,0.0,257.4,75.4773
K3J7,Atlanta,2020-06-27,26.5,31.4,21.5,7.9001,0.0,16.0,69.2505
K3J7,Atlanta,2020-06-28,26.6,32.9,21.0,9.0168,0.0,88.0,77.0083
K3J7,Atlanta,2020-06-29,28.8,34.7,23.1,10.5633,0.0,-1.0,68.579
K3J7,Atlanta,2020-06-30,27.8,33.5,22.5,9.3799,0.0,-1.0,74.3557
K3J7,Atlanta,2020-07-01,25.5,29.7,21.5,7.5933,0.0,148.5,84.5478
K3J7,Atlanta,2020-07-02,26.9,32.6,21.1,9.1035,0.0,66.0,72.0986
K3J7,Atlanta,2020-07-03,27.0,32.7,22.4,8.8032,0.0,-1.0,63.9837
K3J7,Atlanta,2020-07-04,28.9,34.8,22.3,9.7632,0.0,-1.0,65.78
K3J7,Atlanta,2020-07-05,28.1,32.9,22.7,9.3799,0.0,-1.0,63.7815
K3J7,Atlanta,2020-07-06,25.7,29.7,22.3,7.9768,0.0,1454.0,80.2
K3J7,Atlanta,2020-07-07,26.3,28.7,22.7,7.67,0.0,4793.0,91.9828
K3J7,Atlanta,2020-07-08,26.4,31.1,22.2,8.4151,0.0,690.3,82.14
K3J7,Atlanta,2020-07-09,27.1,32.1,23.4,9.6285,0.0,111.0,78.0
K3J7,Atlanta,2020-07-10,28.3,34.9,22.1,10.0683,0.0,220.0,74.0025
K3J7,Atlanta,2020-07-11,27.5,32.5,22.8,9.3799,0.0,27.0,68.6396
K3J7,Atlanta,2020-07-12,26.1,32.5,20.4,8.4968,0.0,-1.0,64.35
K3J7,Atlanta,2020-07-13,27.6,34.4,21.7,9.3799,0.0,-1.0,69.5871
K3J7,Atlanta,2020-07-14,28.4,34.8,21.6,10.6785,0.0,-1.0,60.2661
K3J7,Atlanta,2020-07-15,29.8,35.6,22.6,10.6115,0.0,-1.0,62.22
K3J7,Atlanta,2020-07-16,29.4,34.5,23.1,10.5633,0.0,-1.0,69.0409
K3J7,Atlanta,2020-07-17,29.4,35.0,23.2,10.8834,0.0,-1.0,66.4122
K3J7,Atlanta,2020-07-18,30.2,35.6,24.3,11.0865,0.0,-1.0,65.5995
K3J7,Atlanta,2020-07-19,29.4,35.7,23.2,10.7232,0.0,50.4,63.9936
K3J7,Atlanta,2020-07-20,30.2,36.6,22.9,12.1368,0.0,9.0,58.114
K3J7,Atlanta,2020-07-21,28.1,34.2,21.6,9.8634,0.0,2.0,75.9217
K3J7,Atlanta,2020-07-22,28.2,34.7,22.4,10.17,0.0,5.0,75.852
K3J7,Atlanta,2020-07-23,29.0,34.6,21.7,9.6615,0.0,25.2,68.4641
K3J7,Atlanta,2020-07-24,27.7,33.5,21.7,8.9866,0.0,-1.0,72.8567
K3J7,Atlanta,2020-07-25,27.4,33.5,21.0,8.7567,0.0,2.2,83.4768
K3J7,Atlanta,2020-07-26,27.4,33.4,20.7,8.8434,0.0,137.7,74.7642
K3J7,Atlanta,2020-07-27,28.8,34.6,23.1,10.67,0.0,-1.0,66.5775
K3J7,Atlanta,2020-07-28,29.2,34.5,22.6,10.7767,0.0,36.0,73.3074
K3J7,Atlanta,2020-07-29,28.5,31.6,23.6,10.0568,0.0,987.3,78.8406
K3J7,Atlanta,2020-07-30,29.0,32.7,24.7,11.0968,0.0,894.0,83.3579
K3J7,Atlanta,2020-07-31,29.5,34.4,24.3,10.9901,0.0,14.4,77.29
K3J7,Atlanta,2020-08-01,29.6,34.7,23.7,11.6168,0.0,10.0,69.09
K3J7,Atlanta,2020-08-02,29.3,36.4,22.9,11.17,0.0,11.0,61.4558
K3J7,Atlanta,2020-08-03,28.9,34.8,21.9,9.8649,0.0,568.7,71.2264
K3J7,Atlanta,2020-08-04,25.9,33.5,18.9,7.2865,0.0,8.0,77.3883
K3J7,Atlanta,2020-08-05,27.5,34.2,22.0,10.0568,0.0,9.0,69.0834
K3J7,Atlanta,2020-08-06,28.1,33.7,22.4,9.3799,0.0,9.9,74.8612
K3J7,Atlanta,2020-08-07,27.9,34.1,22.3,9.2832,0.0,3.3,82.3691
K3J7,Atlanta,2020-08-08,27.5,35.5,21.0,9.67,0.0,22.5,76.7453
K3J7,Atlanta,2020-08-09,28.0,35.0,22.4,10.6785,0.0,10.0,73.1543
K3J7,Atlanta,2020-08-10,28.2,35.5,21.1,9.5733,0.0,12.0,80.7444
K3J7,Atlanta,2020-08-11,26.7,32.7,21.5,8.4099,0.0,82.5,86.0268
K3J7,Atlanta,2020-08-12,29.0,35.5,23.0,11.0968,0.0,6.3,74.2896
K3J7,Atlanta,2020-08-13,28.9,33.5,22.5,10.5768,0.0,121.0,78.7598
K3J7,Atlanta,2020-08-14,26.1,30.7,21.8,8.0883,0.0,356.4,85.4694
K3J7,Atlanta,2020-08-15,27.5,30.7,23.2,8.7567,0.0,1668.0,85.1757
K3J7,Atlanta,2020-08-16,26.9,31.9,22.2,8.2365,0.0,116.0,82.6848
K3J7,Atlanta,2020-08-17,27.2,32.0,21.6,8.2365,0.0,-1.0,77.87
K3J7,Atlanta,2020-08-18,27.5,31.6,22.4,9.1035,0.0,-1.0,80.5188
K3J7,Atlanta,2020-08-19,26.8,31.8,20.8,8.3334,0.0,-1.0,78.5578
K3J7,Atlanta,2020-08-20,26.0,30.7,20.6,7.8234,0.0,83.7,86.2498
K3J7,Atlanta,2020-08-21,25.2,28.5,22.3,6.67,0.0,1144.8,92.2534
K3J7,Atlanta,2020-08-22,25.8,30.0,21.3,7.5285,0.0,201.3,81.1987
K3J7,Atlanta,2020-08-23,26.5,30.9,22.2,7.8432,0.0,296.0,85.16
K3J7,Atlanta,2020-08-24,27.4,31.2,22.8,8.4966,0.0,2945.7,89.88
K3J7,Atlanta,2020-08-25,24.3,26.0,22.7,6.2934,0.0,1884.3,93.2274
K3J7,Atlanta,2020-08-26,27.7,31.9,23.5,9.17,0.0,248.4,86.75
K3J7,Atlanta,2020-08-27,27.0,33.4,21.8,9.17,0.0,-1.0,80.0316
K3J7,Atlanta,2020-08-28,28.5,32.2,25.5,10.4751,0.0,498.0,78.8733
K3J7,Atlanta,2020-08-29,28.6,32.0,25.0,10.4751,0.0,153.9,78.2892
K3J7,Atlanta,2020-08-30,29.1,32.7,24.8,10.9901,0.0,2.0,77.36
K3J7,Atlanta,2020-08-31,27.1,32.4,22.7,8.9866,0.0,213.0,80.5975
K3J7,Atlanta,2020-09-01,29.0,34.2,23.4,10.5768,0.0,144.9,76.3092
K3J7,Atlanta,2020-09-02,29.3,33.8,24.5,10.1365,0.0,75.6,77.418
K3J7,Atlanta,2020-09-03,28.5,34.2,21.5,9.5733,0.0,-1.0,73.0028
K3J7,Atlanta,2020-09-04,28.4,33.8,22.7,10.3734,0.0,-1.0,67.8903
K3J7,Atlanta,2020-09-05,27.3,31.5,23.0,8.8949,0.0,-1.0,68.894
K3J7,Atlanta,2020-09-06,24.0,30.1,18.2,5.4999,0.0,-1.0,60.4116
K3J7,Atlanta,2020-09-07,23.4,30.9,15.6,4.9115,0.0,-1.0,61.9927
K3J7,Atlanta,2020-09-08,25.0,31.3,17.5,6.17,0.0,-1.0,63.47
K3J7,Atlanta,2020-09-09,23.7,28.0,19.5,5.8401,0.0,28.8,79.97
K3J7,Atlanta,2020-09-10,27.2,30.8,22.6,8.4099,0.0,23.1,82.4376
K3J7,Atlanta,2020-09-11,28.5,32.6,22.8,9.1865,0.0,-1.0,79.285
K3J7,Atlanta,2020-09-12,27.1,31.4,23.3,8.4966,0.0,1211.0,84.13
K3J7,Atlanta,2020-09-13,27.0,31.2,22.5,8.67,0.0,108.9,82.1736
K3J7,Atlanta,2020-09-14,27.5,32.2,23.4,8.8949,0.0,5.5,78.4674
K3J7,Atlanta,2020-09-15,23.8,27.3,20.1,5.1183,0.0,29.7,89.7831
K3J7,Atlanta,2020-09-16,19.6,21.1,18.5,1.1115,0.0,455.4,85.3182
K3J7,Atlanta,2020-09-17,21.5,23.7,20.2,3.8535,0.0,9231.0,98.94
K3J7,Atlanta,2020-09-18,23.0,26.9,20.1,5.1183,0.0,149.0,84.7112
K3J7,Atlanta,2020-09-19,20.5,21.9,17.8,1.6032,0.0,-1.0,83.4403
K3J7,Atlanta,2020-09-20,16.5,23.4,11.5,0.0,1.3034,-1.0,72.8343
K3J7,Atlanta,2020-09-21,16.7,21.7,11.3,0.0,1.8849,-1.0,67.6665
K3J7,Atlanta,2020-09-22,16.1,22.0,9.7,0.0,2.3067,-1.0,76.3358
K3J7,Atlanta,2020-09-23,19.6,25.3,14.6,1.7368,0.0,-1.0,72.4122
K3J7,Atlanta,2020-09-24,20.3,23.9,15.6,1.7535,0.0,564.3,83.5263
K3J7,Atlanta,2020-09-25,24.3,28.1,20.1,5.7834,0.0,905.0,91.8348
K3J7,Atlanta,2020-09-26,23.1,25.7,20.4,4.9035,0.0,40.5,90.1868
K3J7,Atlanta,2020-09-27,21.4,24.8,17.9,3.3285,0.0,93.6,92.055
K3J7,Atlanta,2020-09-28,24.6,28.5,20.9,5.9849,0.0,204.6,85.0542
K3J7,Atlanta,2020-09-29,20.1,24.6,15.2,1.7034,0.0,183.6,91.979
K3J7,Atlanta,2020-09-30,17.2,22.8,10.8,0.0,1.3566,-1.0,74.4702
K3J7,Atlanta,2020-10-01,20.4,27.4,12.6,1.6366,0.0,-1.0,68.3753
K3J7,Atlanta,2020-10-02,16.2,22.6,9.6,0.0,1.8483,-1.0,59.4396
K3J7,Atlanta,2020-10-03,16.5,22.6,9.5,0.0,2.2368,-1.0,68.37
K3J7,Atlanta,2020-10-04,16.2,22.0,9.9,0.0,2.33,-1.0,72.666
K3J7,Atlanta,2020-10-05,18.1,25.1,10.9,0.0,0.3168,-1.0,74.5388
K3J7,Atlanta,2020-10-06,20.2,27.3,12.6,1.6366,0.0,-1.0,78.82
K3J7,Atlanta,2020-10-07,22.7,29.4,16.2,4.3785,0.0,-1.0,78.591
K3J7,Atlanta,2020-10-08,22.5,31.4,12.8,3.5599,0.0,-1.0,70.902
K3J7,Atlanta,2020-10-09,21.9,25.4,18.8,3.7067,0.0,6.3,85.6596
K3J7,Atlanta,2020-10-10,22.9,26.5,19.5,4.67,0.0,987.3,90.9
K3J7,Atlanta,2020-10-11,24.5,25.7,22.3,5.6133,0.0,1726.2,89.53
K3J7,Atlanta,2020-10-12,23.6,25.7,20.8,4.9632,0.0,86.9,90.06
K3J7,Atlanta,2020-10-13,24.3,29.9,18.5,5.5566,0.0,-1.0,74.884
K3J7,Atlanta,2020-10-14,21.4,28.4,14.3,2.67,0.0,-1.0,69.4375
